subject_id	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	sid_hash
464	True	76.891	1	False	Female	49	bach	Completed	Yes	Yes	7 to 9	True	True	False	False	False	False	True	False	False																			11571f
465	True	87.19	1	False	Female	26	hs	Completed	Yes	Yes	4 to 6	True	True	False	False	False	False	False	False	False																			385cb6
466	True	215.622	2	False	Female	28	phd	Completed	Yes	Yes	1 to 3	True	True	True	True	True	True	True	False	False																			eef666
467	True	61.258	1	False	Male	31	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			0f206a
468	True	97.737	1	False	Male	30	mast	Completed	Yes	Yes	4 to 6	True	False	False	False	False	False	False	False	False																			48f46d
469	True	60.949	1	False	Female	38	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	False																			b88601
470	True	230.386	3	False	Female	19	bach	Currently pursuing	Yes	Yes	7 to 9	True	True	True	False	False	False	True	False	False																			ecc5e3
471	True	205.608	1	False	Female	35	mast	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	True																			bb375f
472	True	44.589	1	False	Female	31	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			485567
473	False		0	True	Male	59	bach	Completed	Yes	Yes	1 to 3	False	True	False	True	False	True	False	False	False																			ad5b3b
474	True	88.848	1	False	Female	59	mast	Completed	Yes	Yes	4 to 6	True	True	False	False	False	False	False	True	False																			66ae1b
475	False		0	True	Female	32	asso	Completed	Yes	Yes	None	True	True	True	False	False	False	True	False	False	True	True	False	target	3.0	3.0	2.0	10.0	Since I'm still not very knowledgeable about Sudoku, I just looked at which number was farthest away from the empty box and chose it.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The number that was farthest away from the empty box.	['distractorBox']	It was closer to the empty box than the other number, so I picked the one that was farther away.	No, I just submitted my original guess without checking any further.			I chose the number that was farthest away from the empty box. No other strategy on this specific grid.	row	d56384
476	True	81.313	1	False	Female	33	bach	Completed	Yes	Yes	10 or more	True	True	False	True	False	True	True	False	False																			6b41ae
477	False		0	True	Male	30	mast	Completed	No	Yes	4 to 6	False	False	False	False	True	False	False	False	False																			666632
478	True	72.154	1	False	Female	22	phd	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			5707a0
479	True	41.697	1	False	Female	27	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			cc6b47
480	False		0	True	Female	34	hs	Completed	Yes	Yes	None	True	True	False	False	False	False	False	False	False	True	True	False	distractor	5.0	2.0	5.0	50.0	This one I am not sure. 	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['distractorBox']					This one I am not sure at all. Before I noticed that if there is a a digit in the square whatever number there is beside it wont be the right answer so it would be the other number 	column	1d30db
481	True	227.02	3	False	Male	31	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			36679e
482	False		0	True	Male	27	asso	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			cbd6c3
483	True	138.321	1	False	Female	66	bach	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			6d8e1b
484	True	133.921	1	False	Male	57	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	True	False	False	False	False																			260c79
485	False		0	True	Male	36	bach	Completed	Yes	Yes	7 to 9	True	False	True	False	False	False	True	False	False																			bfaa2c
486	True	149.455	1	False	Male	32	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	False																			c7bb3d
487	False		0	True	Female	41	hs	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	target	2.0	2.0	7.0	60.0	I truly have no strategy. I tried to understand but do not get it fully. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Just the placement of the 2's made me have a gut feeling	['targetDouble', 'targetBox', 'targetSingle']	Just a gut feeling	No, I just submitted my original guess without checking any further.			I do not have any additional information. I am interested in learning this further though and will likely play it out on my own time	row	a99f61
488	False	429.977	2	False	Male	49	bach	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			657fb0
489	False		0	True	Female	20	asso	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	True	False	False	False																			bc2721
490	False		0	True	Female	30	hs	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			afcaf8
491	False	23.362	2	False	Male	68	bach	Completed	Yes	Yes	4 to 6	False	False	False	False	True	False	False	False	False																			50b497
492	True	302.326	1	False	Female	39	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			67c1bf
493	False		0	True	Female	54	asso	Completed	Yes	No	None	True	True	False	False	False	True	True	False	False	True	True	False	target	1.0	1.0	9.0	100.0	The last 3 squares cant be a 1 or 9 because they already exist in the square of 9. the 4th square cant be a 1 or 9 because they are already in that column.  The 3rd square has to be a 9 because there is already a 1 in that column, so the green square needs to be a 1.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	the number in the 3rd blue cell needs to be a 9 because there is already a 1 in the same column	['emptySingle']	Because there is a 1 in the same column, so you can't use 1 again, so you must fill that cell with a 9.	No, I just submitted my original guess without checking any further.			Nothing else to add.	row	00d7df
494	True	125.001	1	False	Male	46	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	False																			5e3d00
495	True	153.096	1	False	Male	34	mast	Completed	Yes	Yes	1 to 3	True	False	True	False	False	True	True	False	False																			393c27
496	False		0	True	Female	50	bach	Completed	Yes	No	None	True	True	True	True	True	True	False	False	False	True	True	False	target	7.0	7.0	5.0	95.0	I eliminated the first 3 boxes in the blue row because 5 & 7 were in the grid of 9 numbers. The 4 eliminates that square for a 5 or 7. The next blue square eliminates 5 & 7 since they are both in the row. The green box is 5 or 7. The next box is already filled with a 9 and the next with an 8. The last blue box can only be 5, So 5 can be in that blue box or the green box, leaving 7 as the number that fits only in the green box.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 7 at the bottom right.	['targetSingle']	The number 5 and not 7 would go in that blue  box.	Yes, I checked to see whether the candidate was actually correct.	I go through the whole blue column fitting the numbers in besides the grid of 9 with 5 & 7 in it.	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	I methodically go down the blue column with the 5 & 7.	column	58ccde
497	False	65.566	1	False	Male	45	bach	Completed	Yes	Yes	4 to 6	False	False	False	False	True	False	False	False	False																			f14846
498	False		0	True	Female	39	mast	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	True	target	6.0	6.0	3.0	100.0	"1. I saw that the number would be 3 or six.
2. I determined the block of nine with both the 3 and the 6 so I could ignore that block. 
3. Then I looked for where the 3 and the 6 where together on a line to eliminate it. 
4. FInally I found the line with the 6 and knew that the other 6 had to be in the last remaining block. "	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle']					It was either a 6 or a 3. I just had to find the lone number in the last available square and it would be the one in the green space. 	column	deb9be
499	False	191.193	6	False	Male	35	bach	Completed	Yes	Yes	7 to 9	False	False	False	False	False	False	True	False	False																			1d9f4d
500	True	99.704	1	False	Female	36	phd	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			68f472
501	False	55.921	7	False	Male	30	bach	Completed	Yes	Yes	4 to 6	True	False	False	False	False	True	False	False	False																			f7dfba
502	True	30.331	1	False	Male	23	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	False																			b427ad
503	True	104.497	1	False	Male	45	mast	Completed	Yes	Yes	1 to 3	True	True	True	True	True	True	True	True	True																			a08cd4
504	False	335.222	2	False	Male	32	hs	Completed	Yes	Yes	10 or more	False	False	False	True	False	False	False	False	False																			cd600d
505	True	75.575	1	False	Female	19	bach	Currently pursuing	Yes	Yes	1 to 3	True	True	False	False	False	True	True	False	False																			99983f
506	True	61.029	1	False	Male	32	phd	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			87eaab
507	True	79.958	1	False	Female	19	hs	Completed	Yes	Yes	1 to 3	True	True	True	False	False	False	False	False	False																			6691cd
508	True	52.921	1	False	Female	24	phd	Currently pursuing	Yes	Yes	4 to 6	True	True	True	False	False	False	True	False	False																			d93399
509	True	68.093	1	False	Female	54	mast	Completed	Yes	Yes	1 to 3	False	False	False	False	True	False	False	False	False																			347cd9
510	True	56.033	1	False	Female	27	hs	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			09d078
511	False		0	True	Male	41	bach	Completed	Yes	Not sure	None	True	True	True	True	False	False	True	False	False	True	False	True	target	2.0	2.0	6.0	95.0	I know the correct answer has to be 6 or 2, so I need to eliminate one of those numbers. I first eliminate the 3X3 square that has both the 6 and the 2 inside of it and that same 3X3 square is part of the highlighted row. Then I simply check the other 2 columns to see if either the 6 or 2 is in one or both of those rows. Since the 2 is already taken in 2 of the rows, the only other place to put a 2 is in my row. I hope that explains it.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The candidate number (2) appeared in the other two remaining columns. That means there is only one space left in the row to place a 2. So I know the answer is 2. I have two places left to put the 6, that's why the answer is not 6.	['targetSingle', 'targetDouble']	The two cells I selected each contain the numeral 2. That means I can not place another 2 in those columns. The only other place to put a 2 is in the green square.	Yes, I checked to see whether the candidate was actually correct.	I made sure there was no other cell to place the candidate. If I had two cells to place the candidate in, then that candidate would be eliminated.	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	The best way to describe my procedure is that it was 2 parts. A. I eliminated the 3X3 square that contained the 2 candidates and included the highlighted area. B. I then check to see how many times the candidates are listed on the two remaining columns. The one that is listed twice already, is my winner. That means the candidate has been used on those two columns, meaning it can only be used one more time on the highlighted area. 	row	e2f2a2
512	True	99.273	1	False	Male	22	hs	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	False	False	False																			c3693a
513	False		0	True	Male	21	bach	Currently pursuing	Yes	No	None	False	False	False	False	False	True	False	False	False	True	True	False	distractor	2.0	1.0	2.0	50.0	I look at all the numbers in the blue row and look at them as having a mathematical relationship to each other. 5 and 7 are 2 apart from each other so I chose 2 to be the best answer.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'targetDouble']					The same number is typically not so close to itself, therefore it could not be 1.	row	39182b
514	False		0	True	Male	40	asso	Completed	Yes	No	None	True	False	False	False	False	False	False	False	False	True	True	False	distractor	2.0	7.0	2.0	15.0	I am very new at this and I am just familiarizing myself on these puzzles.  The best answer I can give is what number comes next.  Is it random?	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'targetDouble']					Basically I see two 7's to the left and it just seems right that the two fits there.	row	525df4
515	True	104.047	1	False	Male	44	bach	Completed	Yes	Yes	10 or more	False	False	False	False	False	True	False	False	False																			025931
516	False		0	True	Male	54	mast	Completed	Yes	No	None	True	True	True	True	False	False	True	False	False	True	False	False	target	7.0	7.0	9.0	70.0	9 could be used in 3 other situations, 7 in only 2	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The location of the 7's in relation	['emptyDouble', 'emptyBox']	7 couldn't be used on 2nd row and was in 3rd row from bottom	No, I just submitted my original guess without checking any further.			best guess	column	3b4366
517	False		0	True	Female	55	mast	Completed	Yes	No	None	True	True	False	False	False	False	True	False	False	True	True	False	target	7.0	7.0	2.0	90.0	1.  I looked at the bottom square and noticed it was filled out.  It did not give me information about solving for 2 or 7 so I moved to the top square.  2.  Top square said I could not use a 2 or 7 (already in the box).  3.  Moved to the middle square.  7 was already in a row, so it could be 2.  Thus, I chose 7.  To be honest, I hate this game.  I'm old and and never play games (not that old, plenty of people my age play games.  But I never do.  Anyway, that is my strategy and it worked.  So, I kept it up throughout the game.  	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Well, that wasn't my strategy, but you gave me a fixed choice option.  I did what I outlined in the previous question.  So I don't know how to answer this.  My candidate was more likely because 7 already appeared in the row underneath, making it more likely that there was a 2 there.  So, I chose 7. 	['targetSingle']	I really did what I said.  I looked at the bottom cells and they were filled in.  I looked at the top cells and 7 and 2 could not appear because they were already part of that square (I'm speaking mainly about that middle column).  Then I went to the middle cells (that middle square).  I looked at the squares next to it and saw the 7.  So, 2 could appear there.  Thus, I solved the puzzle for 7.  	Yes, I checked to see whether the candidate was actually correct.	Okay, this is not helpful.  I started at the bottom squares (middle bottom 3x3 squares.  Went to the top middle 3x3 squares.  Then I went to the middle.  Saw the 7 and solved the puzzle.  	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I really can't.  For every puzzle I did the same thing.  I did not start with what I had to solve.  I started with the column that I was solving for - in this case I started at the bottom middle 3x3 and then went to the top middle 3x3.  I looked around 'left and right :)' from that chunk of 3x3 for information.  Then I tackled the 3x3 I was solving for.  	column	8fbbe6
518	True	49.549	1	False	Female	25	mast	Completed	Yes	Yes	10 or more	True	True	False	True	False	False	False	False	False																			5f0f63
519	True	46.34	1	False	Male	58	phd	Completed	Yes	Yes	4 to 6	True	True	False	True	False	False	False	False	False																			bca2b0
520	False		0	True	Male	40	hs	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	target	7.0	7.0	4.0	100.0	The answer had to be 7. 4 and 7 negate 4 or 7 being the answer to any of blue squares in the middle box on the right.  4 & 7 appear together in the third column from the left so it couldn't be either of those. 7 appears in the only column that doesn't have a number in the blue box, so that box could be a 4. Hence the answer has to be 7.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 4 appeared in the same column with a blue box that already had the number filled in. 	['distractorSingle']	The number 4 was appearing in the column that already had the number eight made me realize that it was appearing without the number 7, but it appeared with another number already filling in the blue box. 	Yes, I checked to see whether the candidate was actually correct.	I doubled checked that their was no way that the answer could be 4 buy eliminating all other possibilities. 	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I first start by looking at the numbers that appear in the same set of squares so that I can eliminate those three boxes first. Then I eliminate the columns that have both numbers in them. 	row	e41709
521	False	33.093	4	False	Female	28	asso	Completed	Yes	Not sure	1 to 3	False	False	False	False	True	False	False	False	False																			a1df70
522	True	231.139	1	False	Female	43	bach	Completed	Yes	Yes	7 to 9	True	True	False	False	False	False	False	True	False																			7d1f73
523	True	104.266	1	False	Male	23	bach	Currently pursuing	Yes	Yes	1 to 3	True	True	True	True	True	True	True	True	True																			bfcba1
524	True	706.544	11	False	Male	43	hs	Currently pursuing	No	No	1 to 3	True	True	True	True	False	False	True	False	True																			8ba6e0
525	True	47.872	1	False	Male	36	mast	Completed	Yes	Yes	10 or more	False	False	True	True	True	False	True	False	False																			001853
526	True	138.849	1	False	Male	27	bach	Completed	Yes	Yes	4 to 6	True	True	True	True	False	True	True	False	False																			d6b2eb
527	True	88.988	2	False	Male	40	mast	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			1cafcd
528	True	210.881	3	False	Male	41	mast	Completed	No	Yes	1 to 3	False	True	False	True	True	False	True	False	False																			270529
529	False	43.285	1	False	Male	31	bach	Completed	Yes	No	1 to 3	True	True	True	False	False	False	True	False	True																			bf2128
530	True	76.986	1	False	Female	42	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			421c66
531	True	100.652	1	False	Male	47	asso	Completed	Yes	Yes	4 to 6	True	True	False	False	False	False	False	False	False																			e7037c
532	True	48.061	1	False	Female	40	hs	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			1c4956
533	False		0	True	Female	31	mast	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	False	False	target	3.0	3.0	5.0	100.0	"1) Numbers that appear the most are 5 and 3, so I have to put either number 5 or 3 on the square with green color

2) Since each large square contains the number 1-9, I looked for the square that already have the number 3 and 5 and eliminate that large square (which is located at the first column of large squares)

3) The number 5 and 3 possibly located at the second or third column

4) I look at the third large square column and it's impossible because the only blank space has 5 and 3 and in a small column there can only be each one 5 and one 3. so the third large column is eliminated

5) The only possible location now for 5 and 3 is the second large column.

6) in the second large column, the first small column already have number 3 on it, so we can only put number 5 on the blue square

7) So the answer for the green square is 3"	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	There can be only one single number in each row and column so it can't be a duplicate.	['targetSingle', 'emptySingle']	There's already a number 3, so you have to put 5 on it and not another 3	Yes, I checked to see whether the candidate was actually correct.	the last blue square on the right can't be filled with 3 and 5 because there's another 3 and 5 in the column. So at the 4th row there's a 3 already, then you need to put the 5, not another 3.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	there can only be one 3 and one 5 in a column so you can't put another 3 in the column that already has 3 in it. 	row	11ab9d
534	True	58.945	1	False	Female	29	phd	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			133d54
535	False	125.759	5	False	Female	26	bach	Completed	Yes	Yes	1 to 3	False	False	False	True	False	False	False	False	False																			837f39
536	False		0	True	Female	38	bach	Completed	Not sure	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			bb7360
537	True	25.021	1	False	Female	23	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	False	False	False																			c268ea
538	True	38.765	1	False	Male	47	asso	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	False																			c0cc31
539	True	95.849	1	False	Female	34	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	True																			144409
540	True	80.931	1	False	Female	30	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			baf030
541	True	86.579	1	False	Male	45	bach	Completed	Yes	Yes	1 to 3	True	True	False	True	True	True	False	False	False																			0d28f7
542	True	63.961	1	False	Female	52	asso	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			877202
543	True	106.977	1	False	Female	23	hs	Currently pursuing	Yes	Yes	10 or more	False	True	False	False	False	True	True	False	False																			02f166
544	False		0	True	Male	32	mast	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	False	True																			a5f28c
545	True	60.558	1	False	Male	23	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			ff8761
546	True	93.15	1	False	Male	34	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			786d14
547	True	224.044	1	False	Female	42	hs	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	False																			d7c79f
548	True	42.037	1	False	Female	42	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	False																			92ea3a
549	False		0	True	Male	36	bach	Completed	Yes	Yes	1 to 3	True	True	True	True	False	False	False	False	False																			426596
550	False	354.824	4	False	Male	59	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			c12495
551	False		0	True	Female	42	bach	Completed	Yes	Yes	1 to 3	True	True	True	False	False	False	False	False	False																			a8c76e
552	False		0	True	Male	31	asso	Completed	Yes	No	None	True	True	True	True	False	False	True	False	False	True	True	True	distractor	4.0	2.0	4.0	100.0	In the 3x3 with the green square, 4 was blocked off on the top row and 2 was blocked on the bottom row. I then solved for the 3x3 on the right of the original one. because 2 was blocked on the bottom row i knew 4 had to go there. So now 4 was blocked on the bottom row of the original square, thus 4 had to go in the middle	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Initially it was the location of the 4 and 2 on the top and bottom row of the 3x3 square in question. 	['distractorBox', 'targetBox', 'targetDouble']	The 4 and 2 that block the middle rows. I then started working on the 3x3 to the right and realized that 2 and 4 would also be blocked on the same row. When i return to the original 3x3, one square was taken up by the 3 and the middle column was blocked by a 2.	Yes, I checked to see whether the candidate was actually correct.	From my previous answer, i checked that the top and bottom row of the 3x3 squared blocked 4 and 2. Then the middle column of the 3x3 was blocked by 2 and the only open square had to then be 4.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	No clarifications	row	079cb4
553	False		0	True	Female	33	mast	Completed	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	False																			c9cca0
554	True	99.813	1	False	Male	26	mast	Completed	Yes	Yes	10 or more	True	True	False	True	False	True	True	False	False																			850b85
555	True	102.034	1	False	Female	34	mast	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	True	False	False																			8becc7
556	False		0	True	Female	35	prof	Completed	Yes	Yes	1 to 3	True	True	False	True	False	False	False	False	False																			163aaf
557	False		0	True	Female	28	bach	Completed	Yes	No	None	False	True	False	False	True	True	False	False	False	False	True	False	target	5.0	5.0	4.0	70.0	I used my experience and learned about these type of skills	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I just seen which one is suitable in that. 	['occupied']	this is the best made in my point of view	No, I just submitted my original guess without checking any further.			I given my best guess	row	6ffc51
558	True	55.403	1	False	Male	66	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	True																			eeec0b
559	True	46.642	1	False	Female	25	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			9dd1b2
560	True	64.456	1	False	Male	26	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	True																			8c211e
561	True	76.155	1	False	Female	29	bach	Completed	Yes	Yes	10 or more	False	False	False	True	True	True	True	True	True																			6e659a
562	True	137.587	1	False	Male	25	bach	Completed	Yes	Not sure	1 to 3	True	True	True	True	True	True	True	False	False																			1ee28f
563	True	57.973	1	False	Male	27	hs	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			d7f436
564	True	44.728	1	False	Female	26	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			ef12e1
565	False		0	True	Female	48	bach	Completed	Yes	No	None	True	True	False	False	False	True	True	False	True	True	False	False	target	4.0	4.0	8.0	100.0	I figured out what 2 numbers aren't in the blue row. Then I looked at the empty space columns for the numbers that it can't be. I filled in the spaces from those.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	How many are alone in a column versus paired in a column	['targetSingle']	That 4 is in the empty column next to the desired cell. That column can't be a 4 in the 9 cell square, so the desired cell must be.	No, I just submitted my original guess without checking any further.			The first column on the left can't be either number.	row	a4706a
566	False		0	True	Female	26	hs	Currently pursuing	Yes	No	1 to 3	True	False	False	False	False	False	False	False	False																			6cd422
567	False	57.187	2	False	Male	47	asso	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			5687dd
568	False		0	True	Male	32	mast	Currently pursuing	Yes	No	None	True	True	False	False	False	True	True	False	False	False	True	False	distractor	4.0	3.0	4.0	50.0	Well I just chose what i felt was the best possible answer and I thought 4 was the one that fit the most in that square. Sometimes you just have to go with your gut. 	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle']					Always go with the answer that you feel can provide the best solution. 	row	74a119
569	True	171.802	1	False	Male	44	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			952b2e
570	True	160.63	1	False	Female	42	bach	Completed	Yes	Yes	10 or more	False	True	True	True	False	False	True	False	False																			2cfd88
571	True	83.395	1	False	Male	30	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			064609
572	False		0	True	Male	25	hs	Currently pursuing	Yes	No	None	True	True	True	False	False	True	False	False	False	False	True	False	target	6.0	6.0	5.0	50.0	I used the boxes in the blue row to determine which digits are missing. Then i looked for possible missing numbers that would be placed in the box.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The repeated numbers 	['distractorDouble']	The numbers are close to each other 	No, I just submitted my original guess without checking any further.			There is no additional information i can add	row	dc66bc
573	False		0	True	Male	29	bach	Completed	Yes	Yes	1 to 3	False	False	False	True	False	False	False	False	False																			45e912
574	True	87.924	1	False	Male	31	asso	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	False	False	False																			12c38a
575	True	60.341	1	False	Female	31	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			591dc8
576	True	453.637	1	False	Female	34	hs	Completed	No	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			8adc7d
577	True	34.774	1	False	Female	36	prof	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	False																			4b03b1
578	True	527.459	1	False	Female	20	bach	Currently pursuing	Yes	Yes	1 to 3	True	True	True	False	False	False	False	False	False																			172269
579	False		0	True	Male	29	bach	Completed	Yes	Yes	4 to 6	True	False	False	False	False	False	False	False	False																			1a12c1
580	True	69.331	1	False	Female	44	hs	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			46d631
581	False		0	True	Female	42	bach	Completed	Yes	No	None	True	True	True	False	False	True	True	False	True	True	True	False	target	2.0	2.0	3.0	95.0	I scanned each of the boxes along the highlighted column, trying to fit in a 2 or a 3 in each. I used a process of elimination so that I chose ONLY the number that HAD to go in the green box.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The frequency that the number was displayed, I generally chose the number that occurred more times.	['targetBox']	It helped me rule out 3 because I knew I had to place the 2.	No, I just submitted my original guess without checking any further.			I just used process of elimination to the best of my ability, trying to visualize the 2 in each of the potential spaces.	column	07e119
582	False		0	True	Female	59	asso	Completed	Yes	No	None	True	False	False	False	False	False	False	False	False	True	True	False	distractor	3.0	9.0	3.0	50.0	I tried to decide which of the 2 numbers could logically fit in the square and then picked the one that fit the best. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed the sum of the 3 numbers compared to the other number.	['targetDouble']	Because it was a higher number than the 3.	No, I just submitted my original guess without checking any further.			I had a hard time with this because I had never played sudoku before so I wasn't sure if my strategy was correct or not so I went with my gut on some of them.	column	a65a45
583	False		0	True	Male	60	asso	Completed	No	Yes	1 to 3	False	False	False	False	True	False	False	False	False																			2f3ee3
584	True	65.093	1	False	Male	23	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			7f7e13
585	True	64.955	1	False	Female	31	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			5cf54b
586	False	161.347	21	False	Female	53	asso	Completed	Yes	No	None	True	False	False	False	False	False	False	False	False	True	True	False	target	6.0	6.0	8.0	60.0	I looked at the possible positions of the other numbers and choose the number hat made sense	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I believe this is what make sense to me	['emptyBox']	I decided what made sense by looking at the possible solutions for the puzzle	Yes, I checked to see whether the candidate was actually correct.	I look at what made sense with the other numbers	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I looked at the other numbers to see what made sense	row	9ff40d
587	False		0	True	Male	43	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	False	False	False																			42d7a6
588	True	63.891	1	False	Female	24	phd	Currently pursuing	Yes	Yes	7 to 9	True	True	False	True	False	False	False	True	False																			e63c31
589	True	87.058	1	False	Female	34	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			398280
590	True	57.263	1	False	Male	55	hs	Completed	Yes	Yes	7 to 9	False	False	False	True	False	False	False	False	False																			bc00a1
