subject_id	qid	solver	rater	correct_eval	correct_actual	pd	aware_error	valid_basis	basis	sub_basis	notes	response
44	61	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	Reasoning described is essentially basis B, but concludes with a clear statement of A.	First, I went to check which two numbers not in blue were already in their own box together (7 and 6). I then went to the box on the far left to find which column had a 6 or 7 in it. After seeing the column had only a 6, I figured out that 7 could be put in that column's blue square and the green square. Understanding this, I concluded that the green square would be the only place I could put 6.
45	16	TRUE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I used process of elimination. I eliminated numbers 1, 8, and 5 because those numbers are on the same row. I eliminated the number 9 because there was a 9 in the second box. That left me with the number 4.
45	16	TRUE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I used process of elimination. I eliminated numbers 1, 8, and 5 because those numbers are on the same row. I eliminated the number 9 because there was a 9 in the second box. That left me with the number 4.
46	40	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	First, I eliminated the quadrant with both the 3 and the 1 as a means of determining which number to pick.<><>Then I looked at the quadrant with the two empty boxes and mentally interrogated the empty boxes. <><>Since I new that one empty box could not contain a 3 or a 1 as these were both in the row containing the box, I moved on to the other empty box.<><>I reasoned that since the last box had a row containing the 3, I could not eliminate 1 as potentially populating this box. <><>The empty green box then, should contain a 3.
46	40	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	First, I eliminated the quadrant with both the 3 and the 1 as a means of determining which number to pick.<><>Then I looked at the quadrant with the two empty boxes and mentally interrogated the empty boxes. <><>Since I new that one empty box could not contain a 3 or a 1 as these were both in the row containing the box, I moved on to the other empty box.<><>I reasoned that since the last box had a row containing the 3, I could not eliminate 1 as potentially populating this box. <><>The empty green box then, should contain a 3.
47	91	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	I look at the numbers that appear more than others all across the board because they're more likely to exclude the required number of cells. The 9 in the upper right square prevents a 9 in the blue cell next to the 3. The 9 in the upper middle square prevents a 9 in the blue cell between 1 &9 and the 9 in the middle left square prevents a 9 in the 3 blue cells it shares a square which means the cell we're trying to figure must be a 9.
47	91	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	I look at the numbers that appear more than others all across the board because they're more likely to exclude the required number of cells. The 9 in the upper right square prevents a 9 in the blue cell next to the 3. The 9 in the upper middle square prevents a 9 in the blue cell between 1 &9 and the 9 in the middle left square prevents a 9 in the 3 blue cells it shares a square which means the cell we're trying to figure must be a 9.
48	114	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""must be 9"" indicates exclusivity	It can't be in the top square, since there is already 9 and 4 in the row. It can't be in the bottom square, since 9 and 4 are already in the square. In fourth line from the top, there is already a 4, so this value must be 9. Therefore the green box must be 4.
48	114	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	It can't be in the top square, since there is already 9 and 4 in the row. It can't be in the bottom square, since 9 and 4 are already in the square. In fourth line from the top, there is already a 4, so this value must be 9. Therefore the green box must be 4.
49	80	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I'm going to refer to each square as a number going from left to right 1,2,3 then the next row from left to right 4,5,6 and lastly the last row from left to right 7,8,9.<><>So after I look at the blue highlighted row I look at the numbers outside of the highlight boxes 1,3 and 8. So I figure I'm probably looking for a 9 or 2 to put in the green box. so I try to eliminate what I can. box 8 cannot have either number so I scratch that off.  I look at box 1 next and see that the first spot in the blue highlight cannot be a 9 or 2 so I scratch that spot off, then I look at box 3 and look over to the blue highlight and see that a 9 and not a 2 can be put there so that only leaves 2 to to be able to be put in the green box.
49	80	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I'm going to refer to each square as a number going from left to right 1,2,3 then the next row from left to right 4,5,6 and lastly the last row from left to right 7,8,9.<><>So after I look at the blue highlighted row I look at the numbers outside of the highlight boxes 1,3 and 8. So I figure I'm probably looking for a 9 or 2 to put in the green box. so I try to eliminate what I can. box 8 cannot have either number so I scratch that off.  I look at box 1 next and see that the first spot in the blue highlight cannot be a 9 or 2 so I scratch that spot off, then I look at box 3 and look over to the blue highlight and see that a 9 and not a 2 can be put there so that only leaves 2 to to be able to be put in the green box.
50	125	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I eliminated the first three blue squares because you wouldn't be able to use 7 0r 8 in them because 7 and 8 were already in the box. The fourth blue square I eliminated because there was a 7 and 8 in that row.  The last blue square could have the 7 because only 8 was in that row.  That left 8 for the green square because 7 could be used in the last blue square.
50	125	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I eliminated the first three blue squares because you wouldn't be able to use 7 0r 8 in them because 7 and 8 were already in the box. The fourth blue square I eliminated because there was a 7 and 8 in that row.  The last blue square could have the 7 because only 8 was in that row.  That left 8 for the green square because 7 could be used in the last blue square.
51	143	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	Shortcut variant of A	To solve the puzzle, I first find the grid with three empty blue squares. This grid always has two numbers which are not inside the blue squares. To start, I know that the number I am looking for will be one of these two numbers. I  then find the other empty blue squares in the puzzle. I examine the row/column that each of the remaining blue squares is in. Which ever number appears in each of these rows/columns is the  number I am looking for.
51	143	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	To solve the puzzle, I first find the grid with three empty blue squares. This grid always has two numbers which are not inside the blue squares. To start, I know that the number I am looking for will be one of these two numbers. I  then find the other empty blue squares in the puzzle. I examine the row/column that each of the remaining blue squares is in. Which ever number appears in each of these rows/columns is the  number I am looking for.
52	116	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""can only be 5"" indicates exclusivity	I eliminated the first 3 boxes in the blue row because 5 & 7 were in the grid of 9 numbers. The 4 eliminates that square for a 5 or 7. The next blue square eliminates 5 & 7 since they are both in the row. The green box is 5 or 7. The next box is already filled with a 9 and the next with an 8. The last blue box can only be 5, So 5 can be in that blue box or the green box, leaving 7 as the number that fits only in the green box.
52	116	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	I eliminated the first 3 boxes in the blue row because 5 & 7 were in the grid of 9 numbers. The 4 eliminates that square for a 5 or 7. The next blue square eliminates 5 & 7 since they are both in the row. The green box is 5 or 7. The next box is already filled with a 9 and the next with an 8. The last blue box can only be 5, So 5 can be in that blue box or the green box, leaving 7 as the number that fits only in the green box.
53	17	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	So i find the square that had the 7 and 5 already in it I know since that has a 7 and 5 that I can eliminate those 3 blue squares. Then I go to the green square and find which blue square that can't be a 7 or 5 and then i find the blue square that can't be a 5 but can be a 7 so then I know since that blue square would be a 7 our green square would be the 5
53	17	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	So i find the square that had the 7 and 5 already in it I know since that has a 7 and 5 that I can eliminate those 3 blue squares. Then I go to the green square and find which blue square that can't be a 7 or 5 and then i find the blue square that can't be a 5 but can be a 7 so then I know since that blue square would be a 7 our green square would be the 5
54	147	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	Step 1: Identify the grid with both numbers and ignore. <><>Step 2: Next grid without the green box, identify if a 6 or a 9 can go in either box. The six can not go in either box so that means the 6 must go in the green box.
54	147	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	Step 1: Identify the grid with both numbers and ignore. <><>Step 2: Next grid without the green box, identify if a 6 or a 9 can go in either box. The six can not go in either box so that means the 6 must go in the green box.
55	2	TRUE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	Whatever third of the puzzle contained two non-blue numbers, I used those two numbers as a choice. Whichever would fit in a blue square exclusively was right.
55	2	TRUE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	Whatever third of the puzzle contained two non-blue numbers, I used those two numbers as a choice. Whichever would fit in a blue square exclusively was right.
56	126	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""must be a 4"" indicates exclusivity, assume 4 is a typo	Find the row or column where the blue cell must be one of the two numbers that are present and available as options (6 and 9 in this case).  In this puzzle, the blue cell in the sixth row from the top must be a 4, therefore the answer must be 6.
56	126	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	Find the row or column where the blue cell must be one of the two numbers that are present and available as options (6 and 9 in this case).  In this puzzle, the blue cell in the sixth row from the top must be a 4, therefore the answer must be 6.
57	127	TRUE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	First, I looked at all of the numbers in the row of the answer needed. Then, I looked if there were any numbers in that column. I then looked at the numbers in the 3x3 square of the answer needed. I tried to work out some of the numbers of the row with the answer and the square to find the number needed.
57	127	TRUE	rater2	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	First, I looked at all of the numbers in the row of the answer needed. Then, I looked if there were any numbers in that column. I then looked at the numbers in the 3x3 square of the answer needed. I tried to work out some of the numbers of the row with the answer and the square to find the number needed.
58	115	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	1) The first thing I do is to look at a box containing a """"2"""" and a """"6"""" which is the one on the middle right. This is the box I completely ignore.<><>2) I look for a column with a """"2"""" and a """"6"""". This is the blue box I should ignore as well.<><>3) The last open blue box is usually in the same column as the correct answer which is """"2"""" in this case by looking at the column furthest to the left.<><>4) I felt it was easier figuring sudoku out when I find a pattern instead of logically thinking things through.
58	115	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	1) The first thing I do is to look at a box containing a """"2"""" and a """"6"""" which is the one on the middle right. This is the box I completely ignore.<><>2) I look for a column with a """"2"""" and a """"6"""". This is the blue box I should ignore as well.<><>3) The last open blue box is usually in the same column as the correct answer which is """"2"""" in this case by looking at the column furthest to the left.<><>4) I felt it was easier figuring sudoku out when I find a pattern instead of logically thinking things through.
59	6	TRUE	rater1	TRUE	TRUE	Target	NA	TRUE	Valid	V1	NA	saw which number couldn't be elsewhere in the highlighted column
59	6	TRUE	rater2	TRUE	TRUE	Target	NA	TRUE	Valid	V1	NA	saw which number couldn't be elsewhere in the highlighted column
60	94	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I found the two """"target"""" numbers which were 8 and 2 and then used deductive reasoning on each empty, blue square. Once I found that one could fit, the other left over number had to be the correct answer.
60	94	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I found the two """"target"""" numbers which were 8 and 2 and then used deductive reasoning on each empty, blue square. Once I found that one could fit, the other left over number had to be the correct answer.
61	112	TRUE	rater1	FALSE	TRUE	Both	NA	TRUE	Valid	V2	NA	I looked for the box with the blue line in it that already had a 6 and 7. So I ignored that box. Then I looked to the left and found that the blank spot there already had a 6 and 7 in the vertical column. So I ignored that box. I then looked to the middle column, so there was a single 6 so a 7 would go to the right of the 8 and the 6 would go to the left.
61	112	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I looked for the box with the blue line in it that already had a 6 and 7. So I ignored that box. Then I looked to the left and found that the blank spot there already had a 6 and 7 in the vertical column. So I ignored that box. I then looked to the middle column, so there was a single 6 so a 7 would go to the right of the 8 and the 6 would go to the left.
62	33	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	Chose a random PD and checked each blue cell. Mentions B as counterfactual	I picked one of the two options - in this case the 4.  I typed it in and then checked to see if it could go anywhere else. If not I pressed submit. If 4 could go in any of the other blue boxes, I changed the 4 to the other number - in this case 6. <><>So basically, I picked one and then 'proofed' it.
62	33	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	Used A strategy, but was ready to counterfactually use B strategy.	I picked one of the two options - in this case the 4.  I typed it in and then checked to see if it could go anywhere else. If not I pressed submit. If 4 could go in any of the other blue boxes, I changed the 4 to the other number - in this case 6. <><>So basically, I picked one and then 'proofed' it.
63	145	TRUE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I figured out what 2 numbers aren't in the blue row. Then I looked at the empty space columns for the numbers that it can't be. I filled in the spaces from those.
63	145	TRUE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I figured out what 2 numbers aren't in the blue row. Then I looked at the empty space columns for the numbers that it can't be. I filled in the spaces from those.
64	153	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	Eliminated all filled boxes in row, then 3x3 box at middle right, then eliminated bottom right box in middle left and filled left box with 3 which left the only possible answer for green box 7.
64	153	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	Eliminated all filled boxes in row, then 3x3 box at middle right, then eliminated bottom right box in middle left and filled left box with 3 which left the only possible answer for green box 7.
65	64	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""only match"" indicates exclusivity	I looked to remove the block with both 5 and 1 which was the first three blues.  Then removed the row with both 5 and 1 (in between the 3 and 9), Then saw the row with 1 which could only match with 5, leaving the green only being able to be the number 1
65	64	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I looked to remove the block with both 5 and 1 which was the first three blues.  Then removed the row with both 5 and 1 (in between the 3 and 9), Then saw the row with 1 which could only match with 5, leaving the green only being able to be the number 1
67	157	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	First I found the box where I could not put an 8 or a 1 because both numbers were already in that box. This box is in the middle section on the far left. Then i found a column where both 1 and 8 were and ruled out that space. Then I looked at the 7th column from the left which only had an 8 so I know that the number 1 can go there. Therefore the remaining space in this row must be 8.
67	157	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	First I found the box where I could not put an 8 or a 1 because both numbers were already in that box. This box is in the middle section on the far left. Then i found a column where both 1 and 8 were and ruled out that space. Then I looked at the 7th column from the left which only had an 8 so I know that the number 1 can go there. Therefore the remaining space in this row must be 8.
68	41	TRUE	rater1	TRUE	TRUE	Uncertain	NA	TRUE	Valid	V2	NA	First, since I noticed that two numbers were always given as clues, I would figure out which two numbers I'd be seeing fit. Then I'd look at each empty box on the blue line, starting left and going right (or up to down for vertical blue lines). For each box, I'd determine which number couldn't go there. If a number COULD go there, I knew that that wasn't the right answer and that the other number was the answer.
68	41	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	First, since I noticed that two numbers were always given as clues, I would figure out which two numbers I'd be seeing fit. Then I'd look at each empty box on the blue line, starting left and going right (or up to down for vertical blue lines). For each box, I'd determine which number couldn't go there. If a number COULD go there, I knew that that wasn't the right answer and that the other number was the answer.
69	14	TRUE	rater1	TRUE	TRUE	Target	NA	TRUE	Valid	V1	NA	Looked at the blue line. See 1 in middle right box keeping it safe. Only 1 spot in middle box. 2 spots in middle left box are blocked by 1s coming from upper left and bottom left, therefore I rule that middle box is a 1.
69	14	TRUE	rater2	TRUE	TRUE	Target	NA	TRUE	Valid	V1	NA	Looked at the blue line. See 1 in middle right box keeping it safe. Only 1 spot in middle box. 2 spots in middle left box are blocked by 1s coming from upper left and bottom left, therefore I rule that middle box is a 1.
70	47	TRUE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U1	NA	I went through the """"hint"""" numbers in blue and did process of elimination in my head.
70	47	TRUE	rater2	TRUE	TRUE	Uncertain	NA	FALSE	Unclear	U1	NA	I went through the """"hint"""" numbers in blue and did process of elimination in my head.
71	119	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	Reasons that 'single empty' cell must be distractor, and therefore the goal cell must be the target	The last 3 squares cant be a 1 or 9 because they already exist in the square of 9. the 4th square cant be a 1 or 9 because they are already in that column.  The 3rd square has to be a 9 because there is already a 1 in that column, so the green square needs to be a 1.
71	119	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	The last 3 squares cant be a 1 or 9 because they already exist in the square of 9. the 4th square cant be a 1 or 9 because they are already in that column.  The 3rd square has to be a 9 because there is already a 1 in that column, so the green square needs to be a 1.
72	133	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""1 had to be"" indicates exclusivity	I need a 1 or a 3.  the box to the mid left had a 1 and 3 in it already so i ruled out those 3 blue squares.  the box on the right middle only had 1 square but the column already had a 1 and 3.  so that means the 1 and the 3 have to be in the center box.  since the top mid box had a 3 in the first column, i knew the 1 had to be in that column, and the 3 in the one to the right of it.
72	133	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I need a 1 or a 3.  the box to the mid left had a 1 and 3 in it already so i ruled out those 3 blue squares.  the box on the right middle only had 1 square but the column already had a 1 and 3.  so that means the 1 and the 3 have to be in the center box.  since the top mid box had a 3 in the first column, i knew the 1 had to be in that column, and the 3 in the one to the right of it.
73	7	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	Subject's strategy involves selecting and exploring one of the PDs at random. Mentions the use of B as counterfactual.	As a beginner to Sudoku, it was tempting to start solving the puzzle by looking at the bright-colored green box, first. However, over time, I realized that I could win faster by just looking at the other boxes first. Therefore, I began the puzzle by first ignoring the bright-colored green box. First, I decided to start with the blue box on the far left. I asked myself - """"Can the number 9 go in this box?"""" The answer was automatically """"no,"""" because there was already a number 9 in the row/column/box. Then, I asked myself the same question, for the following blue boxes. And if the answer was """"no"""" for each of the empty blue boxes, then I automatically knew that the only place left for the number 9, was the bright green box. This method was quicker for me, because I didn't even have to pay attention to the other number. However, if the answer to the question """"Can a nine fit in this blue box?"""" had ever been """"Yes,"""" then I would have come to the conclusion that 9 was not the answer.
73	7	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	Response seems to imply that they were ready to use basis B, depending on what they concluded about the first candidate answer, although this isn't made explicit. This is because they make reference to ""the other number"", and in the last sentence, describe the thought that they might not have chosen 9 under certain conditions. Whether this means they would have chosen ""the other number"" is unclear but plausible, hence B as second choice.	As a beginner to Sudoku, it was tempting to start solving the puzzle by looking at the bright-colored green box, first. However, over time, I realized that I could win faster by just looking at the other boxes first. Therefore, I began the puzzle by first ignoring the bright-colored green box. First, I decided to start with the blue box on the far left. I asked myself - """"Can the number 9 go in this box?"""" The answer was automatically """"no,"""" because there was already a number 9 in the row/column/box. Then, I asked myself the same question, for the following blue boxes. And if the answer was """"no"""" for each of the empty blue boxes, then I automatically knew that the only place left for the number 9, was the bright green box. This method was quicker for me, because I didn't even have to pay attention to the other number. However, if the answer to the question """"Can a nine fit in this blue box?"""" had ever been """"Yes,"""" then I would have come to the conclusion that 9 was not the answer.
74	46	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	Shortcut variant of A	The first thing I did was locate the square section that contains both of the possible numbers and the three empty blue squares. After locating this section, I can completely ignore this area since it is irrelevant to finding the answer now. Next I look for either of the two possible numbers (in this case 2 or 3) which is isolated, in a row or column all by itself. Upon finding that number, I'm finished. Just take that number, and since you know that its counterpart will be filled in in the blue row, you can just take the isolated number and make it your answer.
74	46	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	The first thing I did was locate the square section that contains both of the possible numbers and the three empty blue squares. After locating this section, I can completely ignore this area since it is irrelevant to finding the answer now. Next I look for either of the two possible numbers (in this case 2 or 3) which is isolated, in a row or column all by itself. Upon finding that number, I'm finished. Just take that number, and since you know that its counterpart will be filled in in the blue row, you can just take the isolated number and make it your answer.
75	122	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I looked at the provided numbers outside the blue highlighted row. I figured it had to be either a 2 or a 3 in the green box. Then saw it was possible for 2 to go in 2 places on the row, but the green area was the only place possible for 3.
75	122	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	Subject clearly says that the target has nowhere else to go (basis A), as well as that the distractor may go elsewhere (basis B)	I looked at the provided numbers outside the blue highlighted row. I figured it had to be either a 2 or a 3 in the green box. Then saw it was possible for 2 to go in 2 places on the row, but the green area was the only place possible for 3.
76	152	TRUE	rater1	TRUE	TRUE	Uncertain	NA	TRUE	Valid	V1	Shortcut variant of A. Mentions target only by ""number that's by itself in a given row""	At this point in the experiment I have already found the patterns that indicate whether the answer might be right or wrong. There's comes a time when you automate the process of solving the puzzle. I usually ignore the portion of the puzzle that contains the relevant numbers. I then look at the spaces on the highlighted in blue row and start eliminating the possibilities. It is true that the answer is usually the number that's by itself in a given row.
76	152	TRUE	rater2	TRUE	TRUE	Target	NA	FALSE	Unclear	U1	To be clear: just looking at which number is alone in a row does not give the answer, as this is the case for the third column from the left as well (which has only 8). But since the subject says ""usually"" and not ""always"", I'm not taking an issue with that, and so I'm assigning basis D based on the second-to-last sentence of the answer.	At this point in the experiment I have already found the patterns that indicate whether the answer might be right or wrong. There's comes a time when you automate the process of solving the puzzle. I usually ignore the portion of the puzzle that contains the relevant numbers. I then look at the spaces on the highlighted in blue row and start eliminating the possibilities. It is true that the answer is usually the number that's by itself in a given row.
77	135	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	I find that process of elimination works best for these isolated problems at least. I started on the left and saw that there was a two and a seven in the 3x3 box on the middle left. I knew it was going to be one of those based off of the numbers already in the row. I finished up by looking to the right side and saw that 7 couldn't be placed in either square so it had to be that.
77	135	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	I find that process of elimination works best for these isolated problems at least. I started on the left and saw that there was a two and a seven in the 3x3 box on the middle left. I knew it was going to be one of those based off of the numbers already in the row. I finished up by looking to the right side and saw that 7 couldn't be placed in either square so it had to be that.
78	162	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I knew the answer had to be a 6 or 8. I first looked at the empty squares in the highlighted blue column. Then, I looked at the top three squares in that column. Since there's a 6 and 8 in that 3x3 area, I knew I couldn't check those top 3 squares for a 6 or 8. Since the next 3 squares all had numbers, I focused on the bottom 3. There were 2 empty squares. I noticed that there was a 6 in the row of the first square. That meant that that square would have to be an 8 since you can't have two of the same number in the same row.
78	162	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I knew the answer had to be a 6 or 8. I first looked at the empty squares in the highlighted blue column. Then, I looked at the top three squares in that column. Since there's a 6 and 8 in that 3x3 area, I knew I couldn't check those top 3 squares for a 6 or 8. Since the next 3 squares all had numbers, I focused on the bottom 3. There were 2 empty squares. I noticed that there was a 6 in the row of the first square. That meant that that square would have to be an 8 since you can't have two of the same number in the same row.
79	49	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""can only put"" indicates exclusivity	1) Numbers that appear the most are 5 and 3, so I have to put either number 5 or 3 on the square with green color<><>2) Since each large square contains the number 1-9, I looked for the square that already have the number 3 and 5 and eliminate that large square (which is located at the first column of large squares)<><>3) The number 5 and 3 possibly located at the second or third column<><>4) I look at the third large square column and it's impossible because the only blank space has 5 and 3 and in a small column there can only be each one 5 and one 3. so the third large column is eliminated<><>5) The only possible location now for 5 and 3 is the second large column.<><>6) in the second large column, the first small column already have number 3 on it, so we can only put number 5 on the blue square<><>7) So the answer for the green square is 3
79	49	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	1) Numbers that appear the most are 5 and 3, so I have to put either number 5 or 3 on the square with green color<><>2) Since each large square contains the number 1-9, I looked for the square that already have the number 3 and 5 and eliminate that large square (which is located at the first column of large squares)<><>3) The number 5 and 3 possibly located at the second or third column<><>4) I look at the third large square column and it's impossible because the only blank space has 5 and 3 and in a small column there can only be each one 5 and one 3. so the third large column is eliminated<><>5) The only possible location now for 5 and 3 is the second large column.<><>6) in the second large column, the first small column already have number 3 on it, so we can only put number 5 on the blue square<><>7) So the answer for the green square is 3
80	37	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I started at the top right box and could see that it was a 1, and so the blue box to it's left would be a 4. <><>I then noted that the rest of the columns/boxes already had their 1 or 4 spots taken.<><>I used deduction, as best as I can tell.
80	37	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I started at the top right box and could see that it was a 1, and so the blue box to it's left would be a 4. <><>I then noted that the rest of the columns/boxes already had their 1 or 4 spots taken.<><>I used deduction, as best as I can tell.
82	159	TRUE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I started at the top of the blue row, then looked to see if i could place either a 8 or a 6. Moved down till i determend which one could go where then placed in the Number.
82	159	TRUE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I started at the top of the blue row, then looked to see if i could place either a 8 or a 6. Moved down till i determend which one could go where then placed in the Number.
84	128	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	Reasons that 'single empty' cell must be distractor, and therefore the goal cell must be the target	I first looked for the 9 square box with the two digits and eliminated that. I then looked at each remaining row to deduce what was left. The one row with the 8 meant the 3 went there, so the solution for the green box must be 8.
84	128	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I first looked for the 9 square box with the two digits and eliminated that. I then looked at each remaining row to deduce what was left. The one row with the 8 meant the 3 went there, so the solution for the green box must be 8.
85	96	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""has to go"" indicates exclusivity	bottom center column with a 7 and 1 in the same row: answers cannot go in bottom blue squares. """"neither.""""<><>second row from the top with a 1 and a 7: cannot answer there either.<><>remaining spots are top blue square, and green square.<>a 1 has to go in the top blue square.<>a 7 has to go in the green square.
85	96	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	bottom center column with a 7 and 1 in the same row: answers cannot go in bottom blue squares. """"neither.""""<><>second row from the top with a 1 and a 7: cannot answer there either.<><>remaining spots are top blue square, and green square.<>a 1 has to go in the top blue square.<>a 7 has to go in the green square.
86	107	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V3	""only possibility"" indicates exclusivity	Sudoko has a set of rules: numbers do not repeat either in 3x3, columns, or rows:<>First section with blue cells the blue 9 and 3 are already present so the blues cell with not contain those number (9 or 3)<>Second section contain blue cells and green: 1st blue cell you must look at the column 9 & 3 are in the column so neither a 9 or 3 can be place in that blue cell <>look at cell with 8 look cat the column there is 3 <>so the green cell has two possibility 9 or 3 <>look at the last section of blues cells:  find the blue cell without numbers  look at its column it has a 9 so the only possibility in that space a 3 <>making the green cell a 9 <>because number do not repeat themself either in 3x3, rows or columns<>
86	107	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	Sudoko has a set of rules: numbers do not repeat either in 3x3, columns, or rows:<>First section with blue cells the blue 9 and 3 are already present so the blues cell with not contain those number (9 or 3)<>Second section contain blue cells and green: 1st blue cell you must look at the column 9 & 3 are in the column so neither a 9 or 3 can be place in that blue cell <>look at cell with 8 look cat the column there is 3 <>so the green cell has two possibility 9 or 3 <>look at the last section of blues cells:  find the blue cell without numbers  look at its column it has a 9 so the only possibility in that space a 3 <>making the green cell a 9 <>because number do not repeat themself either in 3x3, rows or columns<>
88	79	TRUE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	1.  I looked at the bottom square and noticed it was filled out.  It did not give me information about solving for 2 or 7 so I moved to the top square.  2.  Top square said I could not use a 2 or 7 (already in the box).  3.  Moved to the middle square.  7 was already in a row, so it could be 2.  Thus, I chose 7.  To be honest, I hate this game.  I'm old and and never play games (not that old, plenty of people my age play games.  But I never do.  Anyway, that is my strategy and it worked.  So, I kept it up throughout the game.
